sample_id,description,serotype,genotype,country,year,host,genome_length,is_complete,location,lineage,data_source
MT921571.1,"Dengue virus type 2 isolate PNG 2015b, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MN886874.1,"Dengue virus type 1 isolate GZ8H/2019077/2014/I, complete genome",DENV-1,,,1-30,Homo sapiens,10722.0,True,,,legacy
MN886870.1,"Dengue virus type 1 isolate GZ8H/2019069/2014/I, complete genome",DENV-1,,,1-30,Homo sapiens,10722.0,True,,,legacy
MN886865.1,"Dengue virus type 1 isolate GZ8H/2019055/2014/I, complete genome",DENV-1,,,1-30,Homo sapiens,10721.0,True,,,legacy
MT076955.1,"Dengue virus type 4 isolate KFA236, complete genome",DENV-4,,,2015,Homo sapiens,10648.0,True,,,legacy
MT076937.1,"Dengue virus type 2 isolate CFA298, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MT076935.1,"Dengue virus type 1 isolate CFA348, complete genome",DENV-1,,,2015,Homo sapiens,10735.0,True,,,legacy
MT076934.1,"Dengue virus type 1 isolate CFA346, complete genome",DENV-1,,,2015,Homo sapiens,10735.0,True,,,legacy
MT076933.1,"Dengue virus type 1 isolate CFA201, complete genome",DENV-1,,,2014,Homo sapiens,10735.0,True,,,legacy
MT076932.1,"Dengue virus type 1 isolate CFA193, complete genome",DENV-1,,,2014,Homo sapiens,10735.0,True,,,legacy
MT180479.1,"Dengue virus type 2 isolate 231/17kandy, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MT447147.1,"Dengue virus type 1 isolate DENV1-HMU-HKU-2, complete genome",DENV-1,,,2019,Homo sapiens,10737.0,True,,,legacy
LC379197.1,"Dengue virus 3 strain SYMAV-17/Gabon/2017 genomic RNA, complete genome",DENV-3,,,4-15,Homo sapiens,10641.0,True,,,legacy
LC379196.1,"Dengue virus 3 strain SYMAV-09/Gabon/2016 genomic RNA, complete genome",DENV-3,,,7-22,Homo sapiens,10663.0,True,,,legacy
LC379195.1,"Dengue virus 3 strain SYMAV-07/Gabon/2016 genomic RNA, complete genome",DENV-3,,,7-14,Homo sapiens,10663.0,True,,,legacy
LC379194.1,"Dengue virus 3 strain SYMAV-03/Gabon/2016 genomic RNA, complete genome",DENV-3,,,5-20,Homo sapiens,10663.0,True,,,legacy
LC379193.1,"Dengue virus 3 strain SYMAV-02/Gabon/2016 genomic RNA, complete genome",DENV-3,,,5-15,Homo sapiens,10663.0,True,,,legacy
MK517773.1,"Dengue virus type 2 isolate BeAr849487, complete genome",DENV-2,,,2017,Ae. (Stg.) aegypti,10646.0,True,,,legacy
KR052012.1,"Dengue virus strain Hb33/CHN/2014, complete genome",,,,2014,,10714.0,True,,,legacy
MN192436.1,"MAG: Dengue virus type 4 isolate Manatee_Florida_USA/MAG1/2016, complete genome",DENV-4,,,2016,Aedes aegypti,10650.0,True,,,legacy
MN018398.1,"Dengue virus type 4 isolate D16039, complete genome",DENV-4,,,2016,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018397.1,"Dengue virus type 4 isolate D16004, complete genome",DENV-4,,,2016,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018396.1,"Dengue virus type 4 isolate D151602, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018395.1,"Dengue virus type 4 isolate D151453, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018394.1,"Dengue virus type 4 isolate D151435, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018393.1,"Dengue virus type 4 isolate D15312, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018392.1,"Dengue virus type 4 isolate D15299, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018391.1,"Dengue virus type 4 isolate D15047, complete genome",DENV-4,,,2015,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018390.1,"Dengue virus type 4 isolate D13467, complete genome",DENV-4,,,2013,Homo sapiens; Dengue fever patient,10652.0,True,,,legacy
MN018389.1,"Dengue virus type 3 isolate D17011, complete genome",DENV-3,,,2017,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018388.1,"Dengue virus type 3 isolate D17641, complete genome",DENV-3,,,2017,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018387.1,"Dengue virus type 3 isolate D17139, complete genome",DENV-3,,,2017,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018386.1,"Dengue virus type 3 isolate D13054, complete genome",DENV-3,,,2013,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018385.1,"Dengue virus type 3 isolate D16154, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018384.1,"Dengue virus type 3 isolate D16046, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018383.1,"Dengue virus type 3 isolate D14014, complete genome",DENV-3,,,2014,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018382.1,"Dengue virus type 3 isolate D16021, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018381.1,"Dengue virus type 3 isolate D16016, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018380.1,"Dengue virus type 3 isolate D151440, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018379.1,"Dengue virus type 3 isolate D151448, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018378.1,"Dengue virus type 3 isolate D151447, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018377.1,"Dengue virus type 3 isolate D151660, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018376.1,"Dengue virus type 3 isolate D151658, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018375.1,"Dengue virus type 3 isolate D151655, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018374.1,"Dengue virus type 3 isolate D151436, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018373.1,"Dengue virus type 3 isolate D16006, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018372.1,"Dengue virus type 3 isolate D16007, complete genome",DENV-3,,,2016,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018371.1,"Dengue virus type 3 isolate D15043, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018370.1,"Dengue virus type 3 isolate D15037, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018369.1,"Dengue virus type 3 isolate D13146, complete genome",DENV-3,,,2013,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018368.1,"Dengue virus type 3 isolate D13056, complete genome",DENV-3,,,2013,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018367.1,"Dengue virus type 3 isolate D15118, complete genome",DENV-3,,,2015,Homo sapiens; Dengue fever patient,10708.0,True,,,legacy
MN018366.1,"Dengue virus type 2 isolate D151665, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018365.1,"Dengue virus type 2 isolate D151663, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018364.1,"Dengue virus type 2 isolate D16168, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018363.1,"Dengue virus type 2 isolate D16161, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018362.1,"Dengue virus type 2 isolate D14115, complete genome",DENV-2,,,2014,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018361.1,"Dengue virus type 2 isolate D17024, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018360.1,"Dengue virus type 2 isolate D17040, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018359.1,"Dengue virus type 2 isolate D17038, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018358.1,"Dengue virus type 2 isolate D16003, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018357.1,"Dengue virus type 2 isolate D14003, complete genome",DENV-2,,,2014,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018356.1,"Dengue virus type 2 isolate D14070, complete genome",DENV-2,,,2014,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018355.1,"Dengue virus type 2 isolate D17029, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018354.1,"Dengue virus type 2 isolate D17027, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018353.1,"Dengue virus type 2 isolate D16027, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018352.1,"Dengue virus type 2 isolate D15328, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018351.1,"Dengue virus type 2 isolate D15024, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018350.1,"Dengue virus type 2 isolate D16047, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018349.1,"Dengue virus type 2 isolate D15023, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018348.1,"Dengue virus type 2 isolate D16033, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018347.1,"Dengue virus type 2 isolate D16158, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018346.1,"Dengue virus type 2 isolate D16005, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018345.1,"Dengue virus type 2 isolate D15341, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018344.1,"Dengue virus type 2 isolate D17013, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018343.1,"Dengue virus type 2 isolate D17007, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018342.1,"Dengue virus type 2 isolate D17006, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018341.1,"Dengue virus type 2 isolate D17025, complete genome",DENV-2,,,2017,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018340.1,"Dengue virus type 2 isolate D16032, complete genome",DENV-2,,,2016,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018339.1,"Dengue virus type 2 isolate D14005, complete genome",DENV-2,,,2014,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018338.1,"Dengue virus type 2 isolate D15044, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018337.1,"Dengue virus type 2 isolate D15030, complete genome",DENV-2,,,2015,Homo sapiens; Dengue fever patient,10724.0,True,,,legacy
MN018336.1,"Dengue virus type 1 isolate D16167, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018335.1,"Dengue virus type 1 isolate D16166, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018334.1,"Dengue virus type 1 isolate D16165, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018333.1,"Dengue virus type 1 isolate D16164, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018332.1,"Dengue virus type 1 isolate D16163, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018331.1,"Dengue virus type 1 isolate D15046, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018330.1,"Dengue virus type 1 isolate D15045, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018329.1,"Dengue virus type 1 isolate D15033, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018328.1,"Dengue virus type 1 isolate D14117, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018327.1,"Dengue virus type 1 isolate D17510, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018326.1,"Dengue virus type 1 isolate D17112, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018325.1,"Dengue virus type 1 isolate D14016, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018324.1,"Dengue virus type 1 isolate D14068, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018323.1,"Dengue virus type 1 isolate D16025, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018322.1,"Dengue virus type 1 isolate D15335, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018321.1,"Dengue virus type 1 isolate D15334, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018320.1,"Dengue virus type 1 isolate D15126, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018319.1,"Dengue virus type 1 isolate D15009, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018318.1,"Dengue virus type 1 isolate D16061, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018317.1,"Dengue virus type 1 isolate D16048, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018316.1,"Dengue virus type 1 isolate D15350, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018315.1,"Dengue virus type 1 isolate D15340, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018314.1,"Dengue virus type 1 isolate D16008, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018313.1,"Dengue virus type 1 isolate D15125, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018312.1,"Dengue virus type 1 isolate D15123, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018311.1,"Dengue virus type 1 isolate D15122, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018310.1,"Dengue virus type 1 isolate D14156, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018309.1,"Dengue virus type 1 isolate D14088, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018308.1,"Dengue virus type 1 isolate D14019, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018307.1,"Dengue virus type 1 isolate D15349, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018306.1,"Dengue virus type 1 isolate D17090, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018305.1,"Dengue virus type 1 isolate D16017, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018304.1,"Dengue virus type 1 isolate D15308, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018303.1,"Dengue virus type 1 isolate D15305, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018302.1,"Dengue virus type 1 isolate D15014, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018301.1,"Dengue virus type 1 isolate D14223, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018300.1,"Dengue virus type 1 isolate D14127, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018299.1,"Dengue virus type 1 isolate D14063, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018298.1,"Dengue virus type 1 isolate D17103, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018297.1,"Dengue virus type 1 isolate D17026, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018296.1,"Dengue virus type 1 isolate D15121, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018295.1,"Dengue virus type 1 isolate D15025, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018294.1,"Dengue virus type 1 isolate D14173, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018293.1,"Dengue virus type 1 isolate D14001, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018292.1,"Dengue virus type 1 isolate D17037, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018291.1,"Dengue virus type 1 isolate D17018, complete genome",DENV-1,,,2017,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018290.1,"Dengue virus type 1 isolate D16216, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018289.1,"Dengue virus type 1 isolate D16009, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018288.1,"Dengue virus type 1 isolate D16001, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018287.1,"Dengue virus type 1 isolate D14002, complete genome",DENV-1,,,2014,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018286.1,"Dengue virus type 1 isolate D16152, complete genome",DENV-1,,,2016,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
MN018285.1,"Dengue virus type 1 isolate D15446, complete genome",DENV-1,,,2015,Homo sapiens; Dengue fever patient,10735.0,True,,,legacy
KJ579245.1,"Dengue virus type 4 strain DENV-4/MT/BR23_TVP17909/2012, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596658.1,"Dengue virus type 4 strain DENV-4/MT/BR33_TVP17919/2012 isolate serum_33, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596659.1,"Dengue virus type 4 strain DENV-4/MT/BR35_TVP17921/2012 isolate serum_35, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596660.1,"Dengue virus type 4 strain DENV-4/MT/BR40_TVP17926/2012 isolate serum_40, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596661.1,"Dengue virus type 4 strain DENV-4/MT/BR44_TVP17930/2012 isolate serum_44, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596662.1,"Dengue virus type 4 strain DENV-4/MT/BR47_TVP17933/2012 isolate serum_47, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596663.1,"Dengue virus type 4 strain DENV-4/MT/BR48_TVP17934/2012 isolate serum_48, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596664.1,"Dengue virus type 4 strain DENV-4/MT/BR50_TVP18148/2012 isolate serum_50, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596665.1,"Dengue virus type 4 strain DENV-4/MT/BR52_TVP17938/2012 isolate serum_52, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596666.1,"Dengue virus type 4 strain DENV-4/MT/BR53_TVP17939/2012 isolate serum_53, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596667.1,"Dengue virus type 4 strain DENV-4/MT/BR55_TVP17941/2012 isolate serum_55, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596668.1,"Dengue virus type 4 strain DENV-4/MT/BR60_TVP17946/2012 isolate serum_60, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596669.1,"Dengue virus type 4 strain DENV-4/MT/BR73_TVP17951/2012 isolate serum_73, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596670.1,"Dengue virus type 4 strain DENV-4/MT/BR76_TVP17953/2012 isolate serum_76, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596671.1,"Dengue virus type 4 strain DENV-4/MT/BR84_TVP17961/2012 isolate serum_84, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596672.1,"Dengue virus type 4 strain DENV-4/MT/BR91_TVP17968/2012 isolate serum_91, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596673.1,"Dengue virus type 4 strain DENV-4/MT/BR92_TVP17969/2012 isolate serum_92, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ596674.1,"Dengue virus type 4 strain DENV-4/MT/BR94_TVP17971/2012 isolate serum_94, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579248.1,"Dengue virus type 4 strain DENV-4/MT/BR28_TVP17914/2012 isolate serum_28, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579247.1,"Dengue virus type 4 strain DENV-4/MT/BR27_TVP17913/2012 isolate serum_27, complete genome",DENV-4,,,2012,Homo sapiens,10650.0,True,,,legacy
KJ579246.1,"Dengue virus type 4 strain DENV-4/MT/BR24_TVP17910/2012 isolate serum_24, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579244.1,"Dengue virus type 4 strain DENV-4/MT/BR20_TVP17906/2012 isolate serum_20, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579243.1,"Dengue virus type 4 strain DENV-4/MT/BR12_TVP17898/2012 isolate serum_12, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579242.1,"Dengue virus type 4 strain DENV-4/MT/BR9_TVP17895/2012 isolate serum_9, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579241.1,"Dengue virus type 4 strain DENV-4/MT/BR8_TVP17894/2012 isolate serum_8, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KJ579240.1,"Dengue virus type 4 strain DENV-4/MT/BR2_TVP17888/2012 isolate serum_2, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
JN819404.1,"Dengue virus 2 isolate DENV-2/BR/BID-V3580/2008, complete genome",DENV-2,,,2008,Homo sapiens,10523.0,True,,,legacy
MH891772.1,"Dengue virus type 2 isolate MCVR1233AD/2017, complete genome",DENV-2,,,2017,Homo sapiens,10510.0,True,,,legacy
MH891771.1,"Dengue virus type 1 isolate MCVR1715AD/2017, complete genome",DENV-1,,,2017,Homo sapiens,10623.0,True,,,legacy
MH891770.1,"Dengue virus type 2 isolate MCVR7291AD/2018, complete genome",DENV-2,,,2018,Homo sapiens,10446.0,True,,,legacy
MH891769.1,"Dengue virus type 4 isolate MCVR4454AC/2017, complete genome",DENV-4,,,2017,Homo sapiens,10403.0,True,,,legacy
MH891768.1,"Dengue virus type 2 isolate MCVR2188AB/2016, complete genome",DENV-2,,,2016,Homo sapiens,10716.0,True,,,legacy
MH891767.1,"Dengue virus type 1 isolate MCVR0543AC/2017, complete genome",DENV-1,,,2017,Homo sapiens,10764.0,True,,,legacy
MH891766.1,"Dengue virus type 3 isolate MCVR7048AB/2017, complete genome",DENV-3,,,2017,Homo sapiens,10764.0,True,,,legacy
MK005258.1,"Dengue virus type 3 isolate MS12007786, complete genome",DENV-3,,,2014,Homo sapiens,10657.0,True,,,legacy
MF940253.1,"Dengue virus type 2 isolate YN110123, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940252.1,"Dengue virus type 2 isolate YN103032, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940251.1,"Dengue virus type 2 isolate YN103031, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940250.1,"Dengue virus type 2 isolate YN102823, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940249.1,"Dengue virus type 2 isolate YN102006, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940248.1,"Dengue virus type 2 isolate YN102003, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940247.1,"Dengue virus type 2 isolate YN101907, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940246.1,"Dengue virus type 2 isolate YN101824, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940245.1,"Dengue virus type 2 isolate YN101816, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940244.1,"Dengue virus type 2 isolate YN101809, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940243.1,"Dengue virus type 2 isolate YN101805, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940242.1,"Dengue virus type 2 isolate YN101711, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940241.1,"Dengue virus type 2 isolate YN101628, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940240.1,"Dengue virus type 2 isolate YN101623, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940239.1,"Dengue virus type 2 isolate YN101512, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940238.1,"Dengue virus type 2 isolate YN101024, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940237.1,"Dengue virus type 2 isolate YN100924, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MF940236.1,"Dengue virus type 2 isolate YN100717, complete genome",DENV-2,,,2015,,10716.0,True,,,legacy
MN272405.1,"Dengue virus type 2 isolate RU16417, complete genome",DENV-2,,,2016,Homo sapiens,10724.0,True,,,legacy
MN272404.1,"Dengue virus type 2 isolate RUJul, complete genome",DENV-2,,,2018,Homo sapiens,10724.0,True,,,legacy
MN328061.1,"Dengue virus type 2 isolate CHRF_DenV002, partial genome",DENV-2,,,2019,Homo sapiens,10699.0,False,,,legacy
MN239505.1,"Dengue virus type 2 isolate BD-RP, complete genome",DENV-2,,,2019,Homo sapiens,10664.0,True,,,legacy
MH827554.1,"Dengue virus type 2 isolate D2/China/GDzh/GD17040/2017, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827553.1,"Dengue virus type 2 isolate D2/China/GDzh/GD17038/2017, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827552.1,"Dengue virus type 2 isolate D2/China/GDgz/GD17007/2017(Thailand), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
