sample_id,kmer_AAT,kmer_CCT,kmer_TCC,kmer_CAT,kmer_GGC,kmer_ACT,kmer_GCG,kmer_ATG,kmer_GTT,kmer_CTT,kmer_GCA,kmer_GGA,gc_content,kmer_CAG,kmer_GAA,kmer_GAT,kmer_GGG,kmer_CGA,kmer_ATA,kmer_TAC,kmer_TGT,kmer_GTC,kmer_ATC,kmer_CGT,kmer_GTA,kmer_CTG,kmer_ACG,kmer_GGT,kmer_GCT,kmer_TAT,kmer_AGA,kmer_AAA,kmer_CGG,kmer_AGC,kmer_TGA,kmer_CTC,kmer_CCA,kmer_GAG,kmer_CCG,kmer_TAG,total_mutations,kmer_ACC,kmer_GTG,kmer_AGG,kmer_GCC,kmer_GAC,kmer_TTC,kmer_AGT,kmer_TAA,kmer_TTA,kmer_TGG,kmer_TCA,kmer_CAC,kmer_TTT,kmer_CGC,length_diff,kmer_AAG,kmer_TCT,mutation_density,kmer_AAC,kmer_ATT,kmer_CCC,kmer_TGC,kmer_TCG,genome_length,kmer_CAA,kmer_TTG,kmer_CTA,kmer_ACA
MG721055.1,0.024275118,0.01146325,0.008766015,0.02225219,0.012137559,0.010114633,0.0033715442,0.028320972,0.01685772,0.007417397,0.014160486,0.039784223,0.44377103,0.024949428,0.03641268,0.013486177,0.016183412,0.0047201617,0.014160486,0.010788942,0.020903574,0.01146325,0.014160486,0.005394471,0.01146325,0.01685772,0.0047201617,0.010788942,0.0128118675,0.010788942,0.026298044,0.042481456,0.0047201617,0.014160486,0.014160486,0.012137559,0.016183412,0.01820634,0.0020229265,0.0128118675,,0.01146325,0.0128118675,0.027646663,0.009440323,0.016183412,0.008766015,0.015509103,0.009440323,0.010114633,0.030343898,0.02225219,0.01685772,0.014160486,0.00067430886,-1.0,0.027646663,0.010114633,0.002429906542056,0.021577884,0.014160486,0.0067430884,0.012137559,0.005394471,10726.0,0.027646663,0.019554956,0.008091706,0.03910991
MG721064.1,0.027646663,0.014160486,0.008091706,0.020903574,0.01146325,0.016183412,0.0060687796,0.025623735,0.008091706,0.014160486,0.021577884,0.037086986,0.45589226,0.020229265,0.03641268,0.0128118675,0.021577884,0.0060687796,0.014160486,0.014160486,0.01685772,0.009440323,0.01146325,0.0026972354,0.008766015,0.014160486,0.007417397,0.014160486,0.010114633,0.007417397,0.02360081,0.033041134,0.0047201617,0.015509103,0.01685772,0.012137559,0.014834794,0.01820634,0.0020229265,0.009440323,,0.014160486,0.020903574,0.02360081,0.008766015,0.016183412,0.009440323,0.013486177,0.008766015,0.008091706,0.03438975,0.02225219,0.01820634,0.014834794,0.0047201617,-1.0,0.028320972,0.008766015,0.0387850467289719,0.020903574,0.01753203,0.004045853,0.014834794,0.0033715442,10285.0,0.031692516,0.02225219,0.008766015,0.032366823
KY923048.1,0.025623735,0.010114633,0.0060687796,0.020903574,0.012137559,0.019554956,0.004045853,0.028320972,0.0128118675,0.0128118675,0.014834794,0.03641268,0.45319864,0.0229265,0.031692516,0.008766015,0.01820634,0.0033715442,0.014834794,0.012137559,0.0128118675,0.007417397,0.007417397,0.0033715442,0.01146325,0.010788942,0.0033715442,0.010788942,0.0128118675,0.007417397,0.029669588,0.037761293,0.0047201617,0.015509103,0.014834794,0.01146325,0.01820634,0.021577884,0.0033715442,0.018880647,,0.014160486,0.013486177,0.024949428,0.01146325,0.021577884,0.0128118675,0.01820634,0.009440323,0.009440323,0.029669588,0.02360081,0.020903574,0.01146325,0.004045853,-1.0,0.024949428,0.0047201617,0.0034579439252336,0.024275118,0.012137559,0.010788942,0.010788942,0.0047201617,10737.0,0.03371544,0.015509103,0.012137559,0.04180715
MH921567.1,0.021577884,0.0060687796,0.008766015,0.018880647,0.008766015,0.021577884,0.0060687796,0.02225219,0.012137559,0.01146325,0.015509103,0.037761293,0.45993266,0.020229265,0.03371544,0.010788942,0.01146325,0.005394471,0.013486177,0.010114633,0.014160486,0.014834794,0.010114633,0.014160486,0.008766015,0.019554956,0.010114633,0.0128118675,0.014160486,0.007417397,0.030343898,0.03506406,0.004045853,0.015509103,0.01753203,0.0060687796,0.020903574,0.020229265,0.0026972354,0.014160486,,0.014834794,0.018880647,0.02360081,0.0060687796,0.026298044,0.013486177,0.013486177,0.009440323,0.0067430884,0.031018207,0.019554956,0.018880647,0.014834794,0.0033715442,-1.0,0.028320972,0.008091706,0.0005607476635514,0.02225219,0.0128118675,0.008766015,0.014160486,0.008091706,10706.0,0.02899528,0.016183412,0.012137559,0.031018207
MH921566.1,0.020903574,0.0067430884,0.008766015,0.01753203,0.008766015,0.021577884,0.0060687796,0.0229265,0.0128118675,0.01146325,0.015509103,0.037086986,0.45925927,0.020903574,0.035738368,0.0128118675,0.012137559,0.005394471,0.014160486,0.008766015,0.014160486,0.014834794,0.009440323,0.014834794,0.008091706,0.018880647,0.010788942,0.0128118675,0.014160486,0.007417397,0.030343898,0.03506406,0.004045853,0.014834794,0.01820634,0.0067430884,0.020229265,0.018880647,0.0026972354,0.013486177,,0.014834794,0.019554956,0.0229265,0.0060687796,0.02360081,0.0128118675,0.013486177,0.01146325,0.0067430884,0.031018207,0.019554956,0.020229265,0.014160486,0.0033715442,-1.0,0.028320972,0.007417397,0.0005607476635514,0.024949428,0.012137559,0.008091706,0.014834794,0.008091706,10706.0,0.026972353,0.01685772,0.012137559,0.030343898
MH985859.1,0.020903574,0.008766015,0.008766015,0.020903574,0.013486177,0.014160486,0.004045853,0.026972353,0.018880647,0.010788942,0.01685772,0.039784223,0.45656565,0.024275118,0.037761293,0.013486177,0.01820634,0.0060687796,0.014160486,0.007417397,0.018880647,0.010788942,0.013486177,0.0060687796,0.007417397,0.014160486,0.007417397,0.009440323,0.010788942,0.01146325,0.026972353,0.037761293,0.008091706,0.013486177,0.015509103,0.010788942,0.016183412,0.018880647,0.005394471,0.014160486,,0.009440323,0.0128118675,0.028320972,0.012137559,0.01820634,0.008091706,0.015509103,0.0067430884,0.012137559,0.026298044,0.020903574,0.020229265,0.01753203,0.0026972354,-1.0,0.026972353,0.008091706,0.0020560747663551,0.02225219,0.01146325,0.008091706,0.014160486,0.005394471,10722.0,0.025623735,0.020903574,0.0060687796,0.037086986
MH985858.1,0.020229265,0.008766015,0.009440323,0.021577884,0.0128118675,0.013486177,0.0026972354,0.026972353,0.01685772,0.010788942,0.01685772,0.03910991,0.45117846,0.026972353,0.037086986,0.014160486,0.01820634,0.0067430884,0.014160486,0.009440323,0.018880647,0.012137559,0.013486177,0.005394471,0.007417397,0.0128118675,0.005394471,0.009440323,0.0128118675,0.0128118675,0.026972353,0.04045853,0.0060687796,0.013486177,0.014160486,0.009440323,0.014834794,0.01820634,0.004045853,0.014160486,,0.009440323,0.013486177,0.02899528,0.008766015,0.01685772,0.013486177,0.016183412,0.0067430884,0.010114633,0.026298044,0.021577884,0.020229265,0.01146325,0.0020229265,-1.0,0.026298044,0.009440323,0.0021495327102803,0.02225219,0.014160486,0.008091706,0.012137559,0.008091706,10723.0,0.024949428,0.01820634,0.01146325,0.04045853
KY057373.1,0.01753203,0.009440323,0.0067430884,0.01753203,0.009440323,0.02225219,0.005394471,0.02360081,0.014160486,0.013486177,0.020903574,0.037761293,0.45723906,0.019554956,0.03641268,0.014160486,0.010788942,0.008091706,0.014160486,0.008091706,0.016183412,0.01146325,0.0060687796,0.010114633,0.0047201617,0.01685772,0.010788942,0.010114633,0.013486177,0.0060687796,0.026298044,0.038435604,0.005394471,0.01753203,0.020229265,0.007417397,0.015509103,0.016183412,0.005394471,0.015509103,,0.01753203,0.020229265,0.0229265,0.0060687796,0.026298044,0.01146325,0.014160486,0.010114633,0.007417397,0.02899528,0.01753203,0.019554956,0.015509103,0.0033715442,-1.0,0.029669588,0.0067430884,0.0032710280373831,0.027646663,0.01146325,0.0060687796,0.015509103,0.005394471,10735.0,0.028320972,0.020229265,0.013486177,0.031018207
KY057372.1,0.01753203,0.009440323,0.0067430884,0.01753203,0.009440323,0.02225219,0.005394471,0.02360081,0.013486177,0.013486177,0.020903574,0.037761293,0.45791245,0.019554956,0.03641268,0.014160486,0.010788942,0.008091706,0.014160486,0.008091706,0.016183412,0.01146325,0.0060687796,0.009440323,0.0047201617,0.01685772,0.010788942,0.010114633,0.014160486,0.0060687796,0.026298044,0.038435604,0.005394471,0.01753203,0.020229265,0.007417397,0.015509103,0.016183412,0.005394471,0.015509103,,0.01753203,0.020229265,0.0229265,0.0060687796,0.026298044,0.01146325,0.014160486,0.010114633,0.0067430884,0.02899528,0.01753203,0.019554956,0.015509103,0.004045853,-1.0,0.029669588,0.0067430884,0.0032710280373831,0.027646663,0.01146325,0.0060687796,0.015509103,0.005394471,10735.0,0.028320972,0.020229265,0.014160486,0.031018207
KY057371.1,0.01820634,0.010114633,0.008091706,0.015509103,0.007417397,0.021577884,0.0060687796,0.02225219,0.013486177,0.01146325,0.01820634,0.038435604,0.46531987,0.018880647,0.031018207,0.014160486,0.014160486,0.005394471,0.0128118675,0.008091706,0.015509103,0.013486177,0.0060687796,0.0128118675,0.0067430884,0.018880647,0.010788942,0.014160486,0.014834794,0.0060687796,0.028320972,0.03506406,0.0060687796,0.01753203,0.01820634,0.008766015,0.01685772,0.020229265,0.0026972354,0.013486177,,0.01753203,0.021577884,0.02225219,0.004045853,0.024949428,0.014160486,0.0128118675,0.0128118675,0.007417397,0.031018207,0.018880647,0.02360081,0.013486177,0.004045853,-1.0,0.028320972,0.0067430884,0.0032710280373831,0.024275118,0.0128118675,0.0067430884,0.014160486,0.008766015,10735.0,0.026972353,0.016183412,0.013486177,0.031018207
KY057370.1,0.016183412,0.009440323,0.0060687796,0.01820634,0.009440323,0.02225219,0.005394471,0.0229265,0.014834794,0.0128118675,0.020903574,0.037761293,0.45993266,0.020229265,0.037086986,0.014160486,0.012137559,0.008091706,0.014160486,0.008091706,0.01685772,0.012137559,0.005394471,0.010114633,0.005394471,0.01820634,0.010788942,0.010114633,0.013486177,0.005394471,0.026298044,0.038435604,0.0060687796,0.01820634,0.019554956,0.008091706,0.015509103,0.015509103,0.005394471,0.015509103,,0.01820634,0.018880647,0.0229265,0.0060687796,0.025623735,0.013486177,0.014160486,0.008766015,0.005394471,0.028320972,0.020229265,0.020229265,0.014834794,0.0033715442,-1.0,0.030343898,0.0067430884,0.0032710280373831,0.027646663,0.01146325,0.0047201617,0.014834794,0.0060687796,10735.0,0.028320972,0.019554956,0.0128118675,0.030343898
KY057369.1,0.01685772,0.009440323,0.0060687796,0.01753203,0.010114633,0.0229265,0.0060687796,0.0229265,0.013486177,0.013486177,0.019554956,0.037086986,0.45656565,0.020229265,0.037086986,0.013486177,0.010788942,0.008091706,0.014834794,0.008091706,0.01685772,0.01146325,0.005394471,0.009440323,0.0060687796,0.01753203,0.009440323,0.009440323,0.014834794,0.0060687796,0.027646663,0.037761293,0.0047201617,0.01820634,0.019554956,0.007417397,0.014834794,0.01685772,0.0060687796,0.016183412,,0.01820634,0.018880647,0.0229265,0.0060687796,0.025623735,0.01146325,0.014160486,0.01146325,0.0060687796,0.02899528,0.01820634,0.020903574,0.01753203,0.004045853,-1.0,0.029669588,0.0067430884,0.0032710280373831,0.027646663,0.010788942,0.005394471,0.014160486,0.0047201617,10735.0,0.025623735,0.020229265,0.014834794,0.031692516
KY057368.1,0.018880647,0.010114633,0.008766015,0.015509103,0.008091706,0.018880647,0.0060687796,0.0229265,0.014160486,0.01146325,0.018880647,0.037086986,0.46599326,0.019554956,0.031692516,0.0128118675,0.014160486,0.0047201617,0.0128118675,0.0060687796,0.016183412,0.014834794,0.0060687796,0.012137559,0.0067430884,0.01753203,0.010114633,0.015509103,0.015509103,0.007417397,0.028320972,0.035738368,0.0067430884,0.01820634,0.01820634,0.008766015,0.01753203,0.019554956,0.0033715442,0.013486177,,0.01820634,0.020903574,0.02225219,0.004045853,0.024275118,0.014160486,0.0128118675,0.0128118675,0.0067430884,0.031018207,0.018880647,0.024275118,0.0128118675,0.0047201617,-1.0,0.02899528,0.007417397,0.0032710280373831,0.0229265,0.0128118675,0.005394471,0.013486177,0.008766015,10735.0,0.026298044,0.01753203,0.013486177,0.030343898
KY057367.1,0.016183412,0.009440323,0.0060687796,0.01820634,0.010114633,0.02225219,0.005394471,0.0229265,0.014834794,0.0128118675,0.020903574,0.038435604,0.45993266,0.020229265,0.03641268,0.014160486,0.010788942,0.008091706,0.014160486,0.008091706,0.01753203,0.012137559,0.0047201617,0.009440323,0.005394471,0.018880647,0.010788942,0.009440323,0.013486177,0.005394471,0.026298044,0.038435604,0.0067430884,0.01753203,0.019554956,0.007417397,0.016183412,0.01685772,0.0047201617,0.014834794,,0.01820634,0.018880647,0.0229265,0.0060687796,0.025623735,0.014160486,0.014834794,0.009440323,0.005394471,0.028320972,0.018880647,0.020229265,0.014834794,0.0033715442,-1.0,0.029669588,0.0067430884,0.0032710280373831,0.027646663,0.012137559,0.005394471,0.014834794,0.0067430884,10735.0,0.027646663,0.019554956,0.0128118675,0.030343898
KY057366.1,0.01753203,0.010114633,0.008091706,0.016183412,0.008766015,0.019554956,0.005394471,0.02225219,0.0128118675,0.012137559,0.01820634,0.037761293,0.46666667,0.019554956,0.030343898,0.0128118675,0.016183412,0.005394471,0.0128118675,0.008766015,0.015509103,0.013486177,0.0060687796,0.0128118675,0.008766015,0.018880647,0.010788942,0.014834794,0.01753203,0.007417397,0.026972353,0.035738368,0.0060687796,0.01820634,0.016183412,0.007417397,0.01685772,0.020229265,0.0033715442,0.0128118675,,0.01820634,0.020229265,0.0229265,0.004045853,0.0229265,0.014160486,0.012137559,0.014834794,0.007417397,0.031692516,0.01753203,0.020903574,0.0128118675,0.004045853,-1.0,0.027646663,0.0067430884,0.0032710280373831,0.026298044,0.0128118675,0.007417397,0.014160486,0.008766015,10735.0,0.026298044,0.016183412,0.014834794,0.030343898
KY057365.1,0.01685772,0.008091706,0.005394471,0.01820634,0.010114633,0.021577884,0.005394471,0.02360081,0.014834794,0.014834794,0.020229265,0.037086986,0.45589226,0.019554956,0.03641268,0.013486177,0.012137559,0.008091706,0.014834794,0.007417397,0.016183412,0.01146325,0.005394471,0.009440323,0.0060687796,0.01820634,0.010114633,0.010114633,0.015509103,0.0067430884,0.026972353,0.037761293,0.005394471,0.01753203,0.019554956,0.007417397,0.014834794,0.01685772,0.005394471,0.016183412,,0.01753203,0.01820634,0.0229265,0.005394471,0.025623735,0.0128118675,0.014834794,0.010788942,0.007417397,0.02899528,0.01820634,0.019554956,0.014834794,0.0033715442,-1.0,0.029669588,0.008091706,0.0032710280373831,0.027646663,0.01146325,0.005394471,0.015509103,0.005394471,10735.0,0.026972353,0.020229265,0.0128118675,0.031018207
MG767211.1,0.01685772,0.009440323,0.005394471,0.01753203,0.009440323,0.02225219,0.0060687796,0.02225219,0.016183412,0.0128118675,0.020229265,0.037086986,0.45723906,0.020229265,0.037086986,0.013486177,0.010788942,0.008766015,0.015509103,0.008091706,0.016183412,0.010788942,0.004045853,0.010114633,0.0047201617,0.01753203,0.01146325,0.010114633,0.012137559,0.0060687796,0.027646663,0.037761293,0.0060687796,0.01753203,0.019554956,0.0060687796,0.016183412,0.01685772,0.005394471,0.015509103,,0.01820634,0.018880647,0.0229265,0.007417397,0.025623735,0.015509103,0.014160486,0.010114633,0.0060687796,0.027646663,0.018880647,0.020229265,0.016183412,0.0033715442,-1.0,0.029669588,0.0060687796,0.0,0.027646663,0.0128118675,0.0060687796,0.015509103,0.005394471,10700.0,0.026972353,0.020229265,0.013486177,0.029669588
MG560144.1,0.020229265,0.012137559,0.007417397,0.0229265,0.010788942,0.010788942,0.0026972354,0.028320972,0.016183412,0.008766015,0.01820634,0.04045853,0.45454547,0.026972353,0.03371544,0.0128118675,0.01820634,0.004045853,0.0128118675,0.009440323,0.01820634,0.01146325,0.013486177,0.005394471,0.007417397,0.016183412,0.0033715442,0.010788942,0.0128118675,0.010788942,0.025623735,0.042481456,0.0047201617,0.01753203,0.014834794,0.012137559,0.014834794,0.020229265,0.004045853,0.0128118675,,0.013486177,0.0128118675,0.02899528,0.010114633,0.01753203,0.009440323,0.013486177,0.0067430884,0.010788942,0.028320972,0.0229265,0.018880647,0.0128118675,0.0020229265,-1.0,0.025623735,0.010114633,0.002803738317757,0.024275118,0.012137559,0.0067430884,0.0128118675,0.0060687796,10670.0,0.029669588,0.01685772,0.008766015,0.042481456
MG560143.1,0.020229265,0.012137559,0.007417397,0.0229265,0.010788942,0.010788942,0.0026972354,0.028320972,0.016183412,0.008766015,0.01820634,0.04045853,0.45454547,0.026972353,0.03371544,0.0128118675,0.01820634,0.004045853,0.0128118675,0.009440323,0.01820634,0.01146325,0.013486177,0.005394471,0.007417397,0.016183412,0.0033715442,0.010788942,0.0128118675,0.010788942,0.025623735,0.042481456,0.0047201617,0.01753203,0.014834794,0.012137559,0.014834794,0.020229265,0.004045853,0.0128118675,,0.013486177,0.0128118675,0.02899528,0.010114633,0.01753203,0.009440323,0.013486177,0.0067430884,0.010788942,0.028320972,0.0229265,0.018880647,0.0128118675,0.0020229265,-1.0,0.025623735,0.010114633,0.0021495327102803,0.024275118,0.012137559,0.0067430884,0.0128118675,0.0060687796,10723.0,0.029669588,0.01685772,0.008766015,0.042481456
MH382789.1,0.020229265,0.007417397,0.010114633,0.0229265,0.010114633,0.010788942,0.0047201617,0.026972353,0.01685772,0.010788942,0.014834794,0.03641268,0.45387205,0.020229265,0.032366823,0.019554956,0.016183412,0.0067430884,0.014160486,0.009440323,0.019554956,0.010114633,0.01146325,0.0047201617,0.009440323,0.010788942,0.007417397,0.01685772,0.012137559,0.007417397,0.028320972,0.026298044,0.005394471,0.012137559,0.019554956,0.01146325,0.01753203,0.02360081,0.004045853,0.0128118675,,0.012137559,0.024275118,0.0229265,0.0067430884,0.015509103,0.012137559,0.019554956,0.010114633,0.007417397,0.03506406,0.019554956,0.015509103,0.01820634,0.0033715442,-1.0,0.026298044,0.01146325,0.0043925233644859,0.02225219,0.01753203,0.008091706,0.013486177,0.004045853,10653.0,0.025623735,0.025623735,0.008766015,0.032366823
MH110603.1,0.02225219,0.007417397,0.009440323,0.020229265,0.012137559,0.014834794,0.0026972354,0.028320972,0.013486177,0.009440323,0.01820634,0.038435604,0.44444445,0.024275118,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.01753203,0.010788942,0.013486177,0.0060687796,0.008091706,0.014834794,0.0047201617,0.008091706,0.012137559,0.01146325,0.028320972,0.043830074,0.0060687796,0.014160486,0.014834794,0.010114633,0.015509103,0.01820634,0.0047201617,0.014160486,,0.009440323,0.014160486,0.024949428,0.008766015,0.015509103,0.01146325,0.014834794,0.007417397,0.010114633,0.027646663,0.020903574,0.024949428,0.0128118675,0.0013486177,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.005394471,10176.0,0.029669588,0.01685772,0.010114633,0.04450438
MH110602.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110601.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110600.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110599.1,0.02225219,0.007417397,0.009440323,0.020229265,0.012137559,0.014834794,0.0026972354,0.028320972,0.013486177,0.009440323,0.01820634,0.038435604,0.44444445,0.024275118,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.01753203,0.010788942,0.013486177,0.0060687796,0.008091706,0.014834794,0.0047201617,0.008091706,0.012137559,0.01146325,0.028320972,0.043830074,0.0060687796,0.014160486,0.014834794,0.010114633,0.015509103,0.01820634,0.0047201617,0.014160486,,0.009440323,0.014160486,0.024949428,0.008766015,0.015509103,0.01146325,0.014834794,0.007417397,0.010114633,0.027646663,0.020903574,0.024949428,0.0128118675,0.0013486177,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.005394471,10176.0,0.029669588,0.01685772,0.010114633,0.04450438
MH110598.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110597.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110596.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110595.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44579124,0.02360081,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.014160486,,0.009440323,0.014160486,0.025623735,0.008091706,0.015509103,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.04450438
MH110594.1,0.0229265,0.007417397,0.009440323,0.020229265,0.0128118675,0.014834794,0.0026972354,0.028320972,0.0128118675,0.010114633,0.01820634,0.038435604,0.44646466,0.024275118,0.03641268,0.015509103,0.015509103,0.004045853,0.012137559,0.008091706,0.018880647,0.010788942,0.013486177,0.0047201617,0.008091706,0.014834794,0.0047201617,0.008091706,0.013486177,0.010788942,0.02899528,0.04180715,0.0060687796,0.013486177,0.014834794,0.010114633,0.014834794,0.018880647,0.0047201617,0.013486177,,0.009440323,0.014160486,0.025623735,0.008091706,0.016183412,0.01146325,0.014160486,0.007417397,0.008766015,0.027646663,0.021577884,0.024949428,0.012137559,0.0020229265,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.0047201617,10176.0,0.030343898,0.01820634,0.010788942,0.045178693
MH110593.1,0.02225219,0.007417397,0.009440323,0.020903574,0.012137559,0.014834794,0.0026972354,0.028320972,0.013486177,0.009440323,0.01820634,0.038435604,0.44511783,0.024275118,0.03641268,0.016183412,0.015509103,0.004045853,0.0128118675,0.008091706,0.01753203,0.010788942,0.013486177,0.0060687796,0.008091706,0.014834794,0.0047201617,0.008091706,0.01146325,0.010788942,0.028320972,0.043830074,0.0060687796,0.014160486,0.014834794,0.010114633,0.016183412,0.01820634,0.0047201617,0.014160486,,0.009440323,0.014160486,0.024949428,0.009440323,0.015509103,0.01146325,0.014834794,0.007417397,0.010114633,0.027646663,0.020903574,0.024949428,0.0128118675,0.0013486177,-1.0,0.025623735,0.010114633,0.0489719626168224,0.024949428,0.015509103,0.007417397,0.014160486,0.005394471,10176.0,0.029669588,0.01685772,0.009440323,0.04450438
